Position,Track Name,Artist,Streams,Date,Genre
181,Andromeda (feat. DRAM),Gorillaz,429257,2017-04-30,['alternative hip hop']
182,Alone,Alan Walker,426125,2017-04-30,"['pop dance', 'electro house']"
183,Don't Leave,Snakehips,423154,2017-04-30,"['tropical house', 'edm', 'electropop', 'pop', 'pop dance', 'indie poptimism', 'dance pop']"
184,Cake By The Ocean,DNCE,422467,2017-04-30,"['pop', 'post-teen pop', 'dance pop', 'pop rock']"
185,7 Years,Lukas Graham,421974,2017-04-30,"['scandipop', 'pop', 'danish pop']"
186,Supermarket Flowers,Ed Sheeran,420472,2017-04-30,"['uk pop', 'pop']"
187,Si TÃº La Ves (feat. Wisin),Nicky Jam,418658,2017-04-30,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
188,Teenage Fever,Drake,415789,2017-04-30,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
189,Versace on the Floor,Bruno Mars,415362,2017-04-30,"['pop', 'post-teen pop', 'dance pop']"
190,History,Olivia Holt,412290,2017-04-30,"['post-teen pop', 'social media pop', 'alt z', 'pop', 'dance pop']"
191,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,412129,2017-04-30,"['rap', 'conscious hip hop', 'chicago rap', 'pop rap', 'hip hop']"
192,I Got You,Bebe Rexha,410579,2017-04-30,"['pop', 'dance pop', 'post-teen pop', 'electropop']"
193,Moves,Big Sean,409256,2017-04-30,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
194,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,408092,2017-04-30,"['mexican pop', 'latin pop', 'dance pop', 'latin', 'pop']"
195,Free Smoke,Drake,407995,2017-04-30,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
196,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,407347,2017-04-30,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
197,Get It Together,Drake,406270,2017-04-30,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
198,No More Sad Songs,Little Mix,406072,2017-04-30,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
199,"i hate u, i love u (feat. olivia o'brien)",gnash,404410,2017-04-30,"['indie cafe pop', 'pop', 'alt z', 'social media pop', 'sad rap', 'electropop', 'pop rap']"
200,Stitches,Shawn Mendes,404365,2017-04-30,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
1,Despacito - Remix,Luis Fonsi,6360737,2017-05-01,"['puerto rican pop', 'latin', 'latin pop']"
2,I'm the One,DJ Khaled,5039594,2017-05-01,"['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']"
3,Shape of You,Ed Sheeran,4801389,2017-05-01,"['uk pop', 'pop']"
4,HUMBLE.,Kendrick Lamar,4371886,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
5,Something Just Like This,The Chainsmokers,3301169,2017-05-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
6,It Ain't Me (with Selena Gomez),Kygo,3210075,2017-05-01,"['tropical house', 'pop dance', 'pop', 'edm']"
7,Mask Off,Future,3127015,2017-05-01,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
8,Stay (with Alessia Cara),Zedd,3028047,2017-05-01,"['pop', 'dance pop', 'edm', 'pop dance', 'german techno', 'complextro', 'post-teen pop', 'tropical house', 'electro house', 'electropop']"
9,That's What I Like,Bruno Mars,2867730,2017-05-01,"['pop', 'post-teen pop', 'dance pop']"
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,2835999,2017-05-01,"['puerto rican pop', 'latin', 'latin pop']"
11,Symphony (feat. Zara Larsson),Clean Bandit,2835028,2017-05-01,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']"
12,Passionfruit,Drake,2800982,2017-05-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
13,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2586873,2017-05-01,"['dance pop', 'pop', 'post-teen pop', 'pop rap']"
14,DNA.,Kendrick Lamar,2570164,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
15,There's Nothing Holdin' Me Back,Shawn Mendes,2343701,2017-05-01,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
16,Slide (feat. Frank Ocean & Migos),Calvin Harris,2201928,2017-05-01,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
17,Scared to Be Lonely,Martin Garrix,2135141,2017-05-01,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']"
18,Issues,Julia Michaels,2078782,2017-05-01,"['pop', 'post-teen pop', 'alt z', 'dance pop', 'electropop']"
19,XO TOUR Llif3,Lil Uzi Vert,2068058,2017-05-01,"['melodic rap', 'philly rap', 'rap', 'trap']"
20,Galway Girl,Ed Sheeran,2020027,2017-05-01,"['uk pop', 'pop']"
21,iSpy (feat. Lil Yachty),KYLE,1866820,2017-05-01,"['pop rap', 'rap', 'social media pop']"
22,Paris,The Chainsmokers,1800715,2017-05-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
23,Sign of the Times,Harry Styles,1800303,2017-05-01,"['pop', 'post-teen pop']"
24,Good Life (with G-Eazy & Kehlani),G-Eazy,1744212,2017-05-01,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap', 'hip hop']"
25,Believer,Imagine Dragons,1692347,2017-05-01,"['modern rock', 'pop', 'rock']"
26,Felices los 4,Maluma,1671538,2017-05-01,"['reggaeton colombiano', 'reggaeton', 'latin']"
27,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,1671153,2017-05-01,"['mexican pop', 'latin pop', 'dance pop', 'latin', 'pop']"
28,Unforgettable,French Montana,1658487,2017-05-01,"['rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop', 'gangster rap']"
29,Cold,Maroon 5,1632641,2017-05-01,"['pop', 'pop rock']"
30,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,1602682,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
31,Me RehÃºso,Danny Ocean,1599417,2017-05-01,"['pop venezolano', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
32,Attention,Charlie Puth,1594941,2017-05-01,"['pop', 'viral pop', 'post-teen pop', 'dance pop']"
33,"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1557009,2017-05-01,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
34,LOVE. FEAT. ZACARI.,Kendrick Lamar,1556414,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
35,The Cure,Lady Gaga,1538366,2017-05-01,"['pop', 'post-teen pop', 'dance pop']"
36,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1529193,2017-05-01,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']"
37,Call On Me - Ryan Riback Extended Remix,Starley,1526365,2017-05-01,"['aussietronica', 'tropical house', 'pop dance']"
38,Location,Khalid,1520917,2017-05-01,['pop']
39,You Don't Know Me - Radio Edit,Jax Jones,1520861,2017-05-01,"['pop dance', 'uk dance', 'tropical house', 'dance pop', 'pop', 'house', 'edm', 'pop rap', 'post-teen pop', 'electro house']"
40,ELEMENT.,Kendrick Lamar,1508337,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
41,First Time,Kygo,1449952,2017-05-01,"['tropical house', 'pop dance', 'pop', 'edm']"
42,Now Or Never,Halsey,1422952,2017-05-01,"['pop', 'etherpop', 'post-teen pop', 'electropop', 'dance pop', 'indie poptimism']"
43,I Feel It Coming,The Weeknd,1412744,2017-05-01,"['canadian pop', 'canadian contemporary r&b', 'pop']"
44,Solo Dance,Martin Jensen,1318629,2017-05-01,"['tropical house', 'pop dance', 'danish electronic', 'edm', 'dance pop', 'pop edm', 'deep house', 'pop', 'electro house']"
45,Congratulations,Post Malone,1316847,2017-05-01,"['dfw rap', 'melodic rap', 'rap']"
46,Closer,The Chainsmokers,1309305,2017-05-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
47,Say You Won't Let Go,James Arthur,1305745,2017-05-01,"['pop', 'uk pop', 'talent show', 'post-teen pop']"
48,El Amante,Nicky Jam,1303742,2017-05-01,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
49,No Promises (feat. Demi Lovato),Cheat Codes,1278033,2017-05-01,"['pop dance', 'tropical house', 'pop', 'edm', 'dance pop', 'electropop', 'post-teen pop', 'electro house', 'pop edm']"
50,Castle on the Hill,Ed Sheeran,1275200,2017-05-01,"['uk pop', 'pop']"
51,Portland,Drake,1246964,2017-05-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
52,Chained To The Rhythm,Katy Perry,1227657,2017-05-01,"['pop', 'post-teen pop', 'dance pop']"
53,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1190864,2017-05-01,"['alt z', 'social media pop', 'pop', 'post-teen pop']"
54,Green Light,Lorde,1188529,2017-05-01,"['pop', 'nz pop', 'metropopolis', 'post-teen pop', 'electropop', 'art pop', 'dance pop']"
55,The One,The Chainsmokers,1167688,2017-05-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
56,Still Got Time (feat. PARTYNEXTDOOR),ZAYN,1130600,2017-05-01,"['pop', 'post-teen pop', 'uk pop', 'dance pop']"
57,The Night We Met,Lord Huron,1119948,2017-05-01,"['stomp and holler', 'indie folk', 'indie pop']"
58,Tunnel Vision,Kodak Black,1109057,2017-05-01,"['melodic rap', 'rap', 'miami hip hop', 'florida rap', 'trap', 'southern hip hop', 'hip hop']"
59,Chantaje,Shakira,1099305,2017-05-01,"['colombian pop', 'dance pop', 'latin pop', 'pop', 'latin']"
60,Starboy,The Weeknd,1092974,2017-05-01,"['canadian pop', 'canadian contemporary r&b', 'pop']"
61,Bon AppÃ©tit,Katy Perry,1088486,2017-05-01,"['pop', 'post-teen pop', 'dance pop']"
62,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1068215,2017-05-01,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
63,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,1045173,2017-05-01,"['miami hip hop', 'dance pop', 'pop', 'pop rap', 'latin']"
64,Selfish (feat. Rihanna),Future,1028520,2017-05-01,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']"
65,EscÃ¡pate Conmigo,Wisin,971415,2017-05-01,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
66,Touch,Little Mix,966633,2017-05-01,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
67,Perfect,Ed Sheeran,962981,2017-05-01,"['uk pop', 'pop']"
68,September Song,JP Cooper,937388,2017-05-01,"['uk pop', 'pop', 'neo mellow', 'indie cafe pop', 'tropical house', 'pop rock']"
69,Tuesday,Burak Yeter,930689,2017-05-01,['electro house']
70,Bad and Boujee (feat. Lil Uzi Vert),Migos,927793,2017-05-01,"['rap', 'atl hip hop', 'trap', 'pop rap']"
71,do re mi,blackbear,922687,2017-05-01,"['pop rap', 'pop', 'electropop', 'modern rock']"
72,goosebumps,Travis Scott,922258,2017-05-01,"['slap house', 'rap']"
73,Ahora Dice,Chris Jedi,917736,2017-05-01,"['trap latino', 'reggaeton', 'reggaeton flow', 'latin']"
74,XXX. FEAT. U2.,Kendrick Lamar,917363,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
75,One Dance,Drake,916353,2017-05-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
76,Sigo ExtraÃ±Ã¡ndote,J Balvin,907699,2017-05-01,"['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']"
77,Fake Love,Drake,900049,2017-05-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
78,Let Me Love You,DJ Snake,890609,2017-05-01,"['pop', 'electronic trap', 'dance pop', 'edm', 'pop dance', 'pop rap']"
79,Body Like A Back Road,Sam Hunt,874514,2017-05-01,"['contemporary country', 'country pop']"
80,Weak,AJR,867886,2017-05-01,"['modern rock', 'pop rap']"
81,Bounce Back,Big Sean,866614,2017-05-01,"['rap', 'pop rap', 'detroit hip hop', 'trap', 'southern hip hop', 'hip hop']"
82,Otra vez (feat. J Balvin),Zion & Lennox,841466,2017-05-01,"['latin hip hop', 'reggaeton', 'latin', 'trap latino', 'reggaeton flow']"
83,Happier,Ed Sheeran,840602,2017-05-01,"['uk pop', 'pop']"
84,YAH.,Kendrick Lamar,818243,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
85,La Rompe Corazones,Daddy Yankee,815525,2017-05-01,"['reggaeton', 'latin', 'latin hip hop', 'trap latino']"
86,"How Far I'll Go - From ""Moana""",Alessia Cara,810673,2017-05-01,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
87,ReggaetÃ³n Lento (Bailemos),CNCO,795651,2017-05-01,"['boy band', 'latin pop', 'reggaeton', 'latin']"
88,24K Magic,Bruno Mars,775293,2017-05-01,"['pop', 'post-teen pop', 'dance pop']"
89,Starving,Hailee Steinfeld,774614,2017-05-01,"['pop', 'post-teen pop', 'dance pop']"
90,1-800-273-8255,Logic,772623,2017-05-01,"['conscious hip hop', 'dmv rap', 'pop rap', 'rap', 'hip hop']"
91,T-Shirt,Migos,770483,2017-05-01,"['rap', 'atl hip hop', 'trap', 'pop rap']"
92,PRIDE.,Kendrick Lamar,764515,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
93,Look At Me!,XXXTENTACION,764018,2017-05-01,"['miami hip hop', 'emo rap']"
94,LUST.,Kendrick Lamar,744502,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
95,Hear Me Now,Alok,741943,2017-05-01,"['pop nacional', 'slap house', 'electro house']"
96,FEEL.,Kendrick Lamar,737860,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
97,Gyalchester,Drake,737746,2017-05-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
98,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,727110,2017-05-01,"['trap boricua', 'trap latino', 'reggaeton', 'reggaeton flow', 'latin']"
99,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,719586,2017-05-01,"['melodic rap', 'rap', 'trap', 'pop rap']"
100,Don't Wanna Know,Maroon 5,719179,2017-05-01,"['pop', 'pop rock']"
101,Don't Let Me Down (feat. Daya),The Chainsmokers,707040,2017-05-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
102,Swang,Rae Sremmurd,707018,2017-05-01,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
103,Redbone,Childish Gambino,705195,2017-05-01,"['rap', 'atl hip hop', 'pop rap', 'hip hop']"
104,Thunder,Imagine Dragons,703451,2017-05-01,"['modern rock', 'pop', 'rock']"
105,All Time Low,Jon Bellion,695339,2017-05-01,['pop rap']
106,Lust for Life (with The Weeknd),Lana Del Rey,688122,2017-05-01,"['art pop', 'pop']"
107,Whippin (feat. Felix Snow),Kiiara,677190,2017-05-01,"['electropop', 'indie poptimism', 'alt z', 'pop', 'dance pop']"
108,Me llamas (feat. Maluma) - Remix,Piso 21,676191,2017-05-01,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin', 'latin pop']"
109,Ciao Adios,Anne-Marie,654077,2017-05-01,"['pop', 'uk pop', 'dance pop', 'post-teen pop', 'tropical house', 'pop dance']"
110,Treat You Better,Shawn Mendes,644913,2017-05-01,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
111,Break Up Every Night,The Chainsmokers,644839,2017-05-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
112,Dive,Ed Sheeran,644336,2017-05-01,"['uk pop', 'pop']"
113,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,640997,2017-05-01,"['dance pop', 'pop']"
114,Everyday,Ariana Grande,636868,2017-05-01,"['pop', 'post-teen pop', 'dance pop']"
115,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,636604,2017-05-01,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
116,Me EnamorÃ©,Shakira,630885,2017-05-01,"['colombian pop', 'dance pop', 'latin pop', 'pop', 'latin']"
117,Cold Water (feat. Justin Bieber & MÃ),Major Lazer,629862,2017-05-01,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
118,In the Name of Love,Martin Garrix,624896,2017-05-01,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']"
119,Rolex,Ayo & Teo,622482,2017-05-01,['neo soul']
120,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,622458,2017-05-01,"['pop', 'dance pop', 'post-teen pop', 'electropop']"
121,Obsession (feat. Jon Bellion),Vice,619318,2017-05-01,['chicano rap']
122,Side To Side,Ariana Grande,612184,2017-05-01,"['pop', 'post-teen pop', 'dance pop']"
123,Vente Pa' Ca (feat. Maluma),Ricky Martin,612047,2017-05-01,"['latin pop', 'puerto rican pop', 'mexican pop', 'latin', 'dance pop']"
124,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,602067,2017-05-01,"['pop rap', 'dance pop', 'pop']"
125,FEAR.,Kendrick Lamar,590244,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
126,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,589932,2017-05-01,"['ohio hip hop', 'pop rap']"
127,Mercy,Shawn Mendes,587935,2017-05-01,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
128,Hey DJ,CNCO,586176,2017-05-01,"['boy band', 'latin pop', 'reggaeton', 'latin']"
129,Photograph,Ed Sheeran,585264,2017-05-01,"['uk pop', 'pop']"
130,GOD.,Kendrick Lamar,583922,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
131,Heathens,Twenty One Pilots,575116,2017-05-01,"['modern rock', 'rock']"
132,Blem,Drake,573978,2017-05-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
133,All Night,The Vamps,570965,2017-05-01,"['pop', 'post-teen pop', 'boy band', 'dance pop']"
134,Safari,J Balvin,569883,2017-05-01,"['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']"
135,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,569059,2017-05-01,"['pop', 'viral pop', 'post-teen pop', 'dance pop']"
136,Love On The Brain,Rihanna,561065,2017-05-01,"['barbadian pop', 'pop', 'dance pop', 'post-teen pop', 'urban contemporary']"
137,Skin,Rag'n'Bone Man,548799,2017-05-01,['neo soul']
138,Just Hold On,Steve Aoki,546474,2017-05-01,"['edm', 'pop dance', 'electro house', 'tropical house', 'dance pop', 'pop']"
139,What Do I Know?,Ed Sheeran,545767,2017-05-01,"['uk pop', 'pop']"
140,DUCKWORTH.,Kendrick Lamar,541286,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
141,Hard Times,Paramore,535386,2017-05-01,"['candy pop', 'pixie', 'pop emo', 'pop punk', 'emo']"
142,Faded,Alan Walker,534800,2017-05-01,"['pop dance', 'electro house']"
143,TG4M,Zara Larsson,534119,2017-05-01,"['pop', 'scandipop', 'dance pop', 'swedish electropop', 'post-teen pop', 'tropical house', 'swedish pop', 'pop dance', 'electropop', 'edm']"
144,Human,Rag'n'Bone Man,530890,2017-05-01,['neo soul']
145,Vacaciones,Wisin,527912,2017-05-01,"['latin', 'reggaeton', 'latin hip hop', 'trap latino']"
146,Alguien Robo,Sebastian Yatra,526775,2017-05-01,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']"
147,Stressed Out,Twenty One Pilots,525323,2017-05-01,"['modern rock', 'rock']"
148,Love Yourself,Justin Bieber,523564,2017-05-01,"['canadian pop', 'post-teen pop', 'pop']"
149,Cheap Thrills,Sia,521320,2017-05-01,"['pop', 'australian dance', 'australian pop', 'dance pop']"
150,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,515213,2017-05-01,"['cubaton', 'reggaeton']"
151,BLOOD.,Kendrick Lamar,515035,2017-05-01,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']"
152,Thinking out Loud,Ed Sheeran,513488,2017-05-01,"['uk pop', 'pop']"
153,Saturnz Barz (feat. Popcaan),Gorillaz,512527,2017-05-01,['alternative hip hop']
154,My Way,Calvin Harris,511888,2017-05-01,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
155,Lights Down Low,MAX,510689,2017-05-01,"['pop', 'post-teen pop', 'viral pop', 'dance pop', 'electropop', 'pop rap']"
156,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,503479,2017-05-01,"['pop', 'post-teen pop', 'dance pop', 'girl group', 'talent show']"
157,Black Beatles,Rae Sremmurd,500035,2017-05-01,"['rap', 'mississippi hip hop', 'melodic rap', 'trap', 'pop rap', 'southern hip hop', 'hip hop']"
158,Te Quiero PaÂ´Mi,Don Omar,499923,2017-05-01,"['puerto rican pop', 'latin', 'reggaeton', 'latin hip hop', 'trap latino']"
159,Sorry,Justin Bieber,496466,2017-05-01,"['canadian pop', 'post-teen pop', 'pop']"
160,New Man,Ed Sheeran,495867,2017-05-01,"['uk pop', 'pop']"
161,Ride,Twenty One Pilots,495825,2017-05-01,"['modern rock', 'rock']"
162,Traicionera,Sebastian Yatra,491834,2017-05-01,"['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']"
163,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,486894,2017-05-01,"['virginia hip hop', 'alternative r&b', 'underground hip hop', 'trap', 'pop rap', 'rap']"
164,This Is What You Came For (feat. Rihanna),Calvin Harris,484037,2017-05-01,"['uk dance', 'pop', 'dance pop', 'edm', 'house', 'progressive house', 'pop dance', 'electro house']"
165,Scars To Your Beautiful,Alessia Cara,483881,2017-05-01,"['pop', 'post-teen pop', 'canadian pop', 'canadian contemporary r&b', 'dance pop', 'electropop']"
166,Perfect Strangers,Jonas Blue,476322,2017-05-01,"['tropical house', 'uk dance', 'pop dance', 'pop', 'dance pop', 'edm']"
167,Bad Things - With Camila Cabello,Machine Gun Kelly,463455,2017-05-01,"['ohio hip hop', 'pop rap']"
168,Lean On (feat. MÃ & DJ Snake),Major Lazer,455412,2017-05-01,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
169,Supermarket Flowers,Ed Sheeran,454744,2017-05-01,"['uk pop', 'pop']"
170,Get Right Witcha,Migos,453521,2017-05-01,"['rap', 'atl hip hop', 'trap', 'pop rap']"
171,Barcelona,Ed Sheeran,453349,2017-05-01,"['uk pop', 'pop']"
172,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,451423,2017-05-01,"['tropical house', 'new french touch', 'pop dance']"
173,Teenage Fever,Drake,451184,2017-05-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
174,Lumbra,Cali Y El Dandee,450849,2017-05-01,"['reggaeton colombiano', 'colombian pop', 'electro latino', 'champeta', 'latin', 'latin pop', 'reggaeton', 'trap latino']"
175,No Lie,Sean Paul,449725,2017-05-01,"['dance pop', 'dancehall', 'pop rap', 'pop']"
176,Don't Leave,Snakehips,448622,2017-05-01,"['tropical house', 'edm', 'electropop', 'pop', 'pop dance', 'indie poptimism', 'dance pop']"
177,Dile Que Tu Me Quieres,Ozuna,442084,2017-05-01,"['puerto rican pop', 'trap latino', 'reggaeton', 'latin']"
178,Ascension (feat. Vince Staples),Gorillaz,439749,2017-05-01,['alternative hip hop']
179,Versace on the Floor,Bruno Mars,439610,2017-05-01,"['pop', 'post-teen pop', 'dance pop']"
180,Panda,Desiigner,438755,2017-05-01,"['viral trap', 'trap', 'rap', 'pop rap']"
181,Caroline,AminÃ©,438654,2017-05-01,"['portland hip hop', 'rap', 'pop rap', 'hip hop', 'underground hip hop']"
182,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,438323,2017-05-01,"['rap', 'pop rap', 'new orleans rap', 'trap', 'hip hop']"
183,"i hate u, i love u (feat. olivia o'brien)",gnash,435271,2017-05-01,"['indie cafe pop', 'pop', 'alt z', 'social media pop', 'sad rap', 'electropop', 'pop rap']"
184,La Bicicleta,Carlos Vives,435044,2017-05-01,"['colombian pop', 'champeta', 'latin', 'vallenato', 'latin pop', 'tropical']"
185,7 Years,Lukas Graham,434900,2017-05-01,"['scandipop', 'pop', 'danish pop']"
186,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,434559,2017-05-01,"['moombahton', 'pop', 'edm', 'dance pop', 'pop dance', 'pop rap', 'electro house']"
187,Andromeda (feat. DRAM),Gorillaz,434062,2017-05-01,['alternative hip hop']
188,Quit (feat. Ariana Grande),Cashmere Cat,432766,2017-05-01,"['shiver pop', 'downtempo', 'pop', 'post-teen pop']"
189,History,Olivia Holt,432081,2017-05-01,"['post-teen pop', 'social media pop', 'alt z', 'pop', 'dance pop']"
190,Shed a Light,Robin Schulz,428911,2017-05-01,"['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']"
191,No More Sad Songs,Little Mix,427746,2017-05-01,"['talent show', 'pop', 'girl group', 'post-teen pop', 'uk pop', 'dance pop']"
192,Free Smoke,Drake,425858,2017-05-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
193,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,424301,2017-05-01,"['rap', 'conscious hip hop', 'chicago rap', 'pop rap', 'hip hop']"
194,Nights With You,MÃ,421429,2017-05-01,"['electropop', 'pop', 'tropical house', 'dance pop', 'art pop', 'danish pop', 'indie poptimism']"
195,Cake By The Ocean,DNCE,421416,2017-05-01,"['pop', 'post-teen pop', 'dance pop', 'pop rock']"
196,Tu Foto,Ozuna,420552,2017-05-01,"['puerto rican pop', 'trap latino', 'reggaeton', 'latin']"
197,Get It Together,Drake,420173,2017-05-01,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']"
198,Stitches,Shawn Mendes,420080,2017-05-01,"['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']"
199,Sunset Lover,Petit Biscuit,420015,2017-05-01,"['new french touch', 'tropical house']"
200,All We Know,The Chainsmokers,419511,2017-05-01,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']"
